ano,barrio,titulo,id,descripcion,direccion,longlat,presupuesto,tema,temaResumen,temaScrolli,subtema,beneficiarios,obrasOCampana,votos,estado
2018,VILLA MARTELLI,Reposición de árboles,398,Reposición de árboles,Ubicación random dentro del barrio,"-34.550702, -58.519898",58800,AMBIENTE,AMBIENTE,AMBIENTE,ARBOLADO,POBLACIÓN EN GENERAL,1,115,FINALIZADO
2018,VILLA MARTELLI,Semáforo,399,Semáforo,ZUFRIATEGUI Y CHILE,"-34.5500468,-58.5039732",154005,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,146,FINALIZADO
2018,VILLA MARTELLI,ZOONOSIS,400,Analizador clínico y analizador hematológico,Bermúdez 3484,"-34.5113269,-58.5148345",586690,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,373,FINALIZADO
2019,CARAPACHAY,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,401,CÁMARAS DE VIGILANCIA URBANA,Ubicación random dentro del barrio,"-34.522057, -58.536685",1295600,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,,CÁMARAS,POBLACIÓN EN GENERAL,1,718,EN EJECUCIÓN
2019,CARAPACHAY,CENTRO DE JUBILADOS 'UNIÓN FRATERNAL DE CARAPACHAY',402,"Cocina industrial, A.A. y PC",Ramon Castro 5755,"-34.526607, -58.535030",298392,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,RECREACIÓN,ADULTOS MAYORES,1,245,FINALIZADO
2019,CARAPACHAY,Cestos Papeleros,403,Cestos Papeleros,Ubicación random dentro del barrio,"-34.523188, -58.539089",140976,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,HIGIENE URBANA,POBLACIÓN EN GENERAL,1,122,FINALIZADO
2019,CARAPACHAY,ESCUELA PRIMARIA N°18,404,Resolver inundaciones en el patio,DRYSDALE 5615,"-34.527256, -58.534952",622097,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,604,FINALIZADO
2019,CARAPACHAY,Estación Carapachay,405,Iluminación y mejoramiento de acceso parada de colectivos,Independencia y Guido Spano,"-34.528706, -58.536347",845342,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,705,FINALIZADO
2019,CARAPACHAY,Jardín de Infantes Nº 916,406,Mejoras varias,DERQUI 5711,"-34.524334, -58.536182",2000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,EDUCACIÓN,NIÑOS,1,656,EN PROCESO DE COMPRA
2019,CARAPACHAY,Sociedad de Fomento Drysdale,407,Reparación del tinglado del gimnasio,J. J. CASTELLI 5750,"-34.526274, -58.535363",1218000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,560,FINALIZADO
2019,FLORIDA ESTE,CLUB ESTRELLA FEDERAL,408,Construcción de vestuarios y deposito,AYACUCHO 745,"-34.535260, -58.488760",6200000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,3027,EN EJECUCIÓN
2019,FLORIDA ESTE,Club Social y Deportivo Caseros,409,Puesta en valor y ampliación edilicia,CASEROS 241,"-34.536934, -58.479527",3000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,2028,FINALIZADO
2019,FLORIDA ESTE,Seguir Creciendo Hogar y Taller,410,Alero en el frente y galeria en el patio interior,Melo 1657,"-34.5304005,-58.4823021",587750,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES Y ADULTOS CON DISCAPACIDAD,1,468,FINALIZADO
2019,FLORIDA OESTE,BIBLIOTECA NORA BOMBELLI,411,Equipamiento para el funcionamiento de talleres y seminarios.,Francia 3569,"-34.5328568,-58.5136471",584480,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA PARA CULTURA,CULTURA,POBLACIÓN EN GENERAL,1,649,FINALIZADO
2019,FLORIDA OESTE,Dirección de Desarrollo Joven,412,Instrumentos para taller de música,Sgto Cabral 2810,"-34.524180, -58.518736",541429,CULTURA,OTROS,otros,CULTURA,JÓVENES,1,281,FINALIZADO
2019,FLORIDA OESTE,ESCUELA TÉCNICA Nº 4,413,"Refacción de techos, baños y equipamiento para electromecánica",Av.San Martin 4650,"-34.542484, -58.521296",2000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,EDUCACIÓN,JÓVENES,1,794,EN EJECUCIÓN
2019,FLORIDA OESTE,Jardín Las Hormiguitas Bº Las Flores,414,"Remodelación cocina, ampliación sala, piso antigolpes y juegos infantiles",PERITO MORENO 1176,"-34.547132, -58.523880",2450000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,EDUCACIÓN,NIÑOS POBLACIÓN VULNERABLE,1,694,EN EJECUCIÓN
2019,FLORIDA OESTE,JARDÍN MATERNAL MUNICIPAL Nº 5,415,Construcción de un SUM.,Tuyuti 1119,"-34.546618, -58.520688",2374324,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,890,FINALIZADO
2019,FLORIDA OESTE,SEMÁFORO,416,SEMÁFORO,Av. Constituyentes y Melo,"-34.5416673,-58.5081685",398000,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,,TRÁNSITO,POBLACIÓN EN GENERAL,1,332,EN PREPARACION
2019,LA LUCILA,Centro Barrial Infantil El Ceibo,417,Equipamiento para la sala de computación,Almirante Brown 3663,"-34.496599, -58.480762",218901,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS DE POBLACIÓN VULNERABLE,1,150,FINALIZADO
2019,LA LUCILA,Cestos Papeleros,418,Cestos Papeleros,Av Maipú desde 3500 hasta 4200 y en Anchorena al 900,"-34.4995479,-58.4927695",98983,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,HIGIENE URBANA,POBLACIÓN EN GENERAL,1,64,FINALIZADO
2019,LA LUCILA,"Escuela Primaria Nº 16 ""Marcelino Ugarte''",419,Renovación de los baños de niños y niñas de la planta baja,ANCHORENA 901,"-34.499609, -58.490899",1749586,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,223,FINALIZADO
2019,LA LUCILA,La Ecología comienza por casa,420,Funciones de teatro sobre el reciclado de juguetes en escuelas del barrio,Escuelas Primarias y Jardines Infantiles del Barrio,"-34.5080078,-58.4930684",180000,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,NIÑOS,2,45,FINALIZADO
2019,LA LUCILA,Sociedad de Fomento de La Lucila,421,Refacción de las baterías de baños de PB y 1º piso,Tucuman 3339,"-34.503232, -58.492947",3745000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,1363,EN EJECUCIÓN
2019,LA LUCILA,Jardín de Infantes Municipal N° 8,422,Sistema de climatización y equipamiento.,DIAZ VELEZ 1129,"-34.498907, -58.494063",329060,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,276,FINALIZADO
2019,MUNRO,BIBLIOTECA TECNOLÓGICA PÚBLICA,423,2º ETAPA,Almafuerte 4680/82,"-34.5282556,-58.5258933",2901699,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN EN GENERAL,1,1041,FINALIZADO
2019,MUNRO,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,424,CÁMARAS DE VIGILANCIA URBANA,Ubicación random dentro del barrio,"-34.529203, -58.526895",2329000,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,,CÁMARAS,POBLACIÓN EN GENERAL,1,797,EN EJECUCIÓN
2019,MUNRO,"Centro de Jubilados ""Gracias a la Vida""",425,"Provisión de equipamiento (mesas, sillas y un A.A.)",Vélez Sársfield 4198,"-34.52786518,-58.51908233",81385,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,529,FINALIZADO
2019,MUNRO,Escuela Técnica Nº 2,426,"Refacción acceso, sanitarios y pañol",Sargento Cabral 2772,"-34.54284977,-58.51320582",2000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,EDUCACIÓN,JÓVENES,1,809,EN EJECUCIÓN
2019,MUNRO,Jardín de Infantes Nº 909,427,Reparación de la escalera de ingreso.,Pasaje La Victoria 2423,"-34.529239,-58.5507893",211900,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,601,FINALIZADO
2019,MUNRO,Polideportivo de Munro,428,Facilitador de ingreso natatorio para personas con alguna dificultad y ventanal de paño fijo,José Hernández y la Via,"-34.53055753,-58.52647431",463500,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,PERSONAS CON DISCAPACIDAD,1,602,FINALIZADO
2019,MUNRO,Promoción de la lectura en la primera infancia,429,Talleres en jardines maternales y de infantes,Ubicación random dentro del barrio,"-34.526782, -58.521091",88028,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,121,FINALIZADO
2019,MUNRO,Sociedad de Fomento Grosville,430,Construcción de dos baños y compra de desfibrilador automático,VILLATE 3675,"-34.5461645,-58.5051672",1897000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,653,FINALIZADO
2019,OLIVOS,ASOCIACIÓN VECINAL DE FOMENTO Y CULTURA NORTE (CIRES NORTE),431,Construcción de losa para gimnasio y reinstalación de cubierta,DIAZ VELEZ 3155,"-34.508002, -58.513873",7000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,2753,EN EJECUCIÓN
2019,OLIVOS,Club Social Sarmiento,432,Adquisición de un desfibrilador automático,QUINTANA 3326,"-34.5078112,-58.4971885",133515,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,508,FINALIZADO
2019,OLIVOS,COLEGIO VIRGEN DEL CARMEN,433,Cambiar cielorrasos del comedor y cocina; incluidos los equipos de iluminación.,ENTRE RIOS 2370,"-34.517337, -58.500078",500447,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS Y JÓVENES POBLACIÓN VULNERABLE,1,1323,FINALIZADO
2019,OLIVOS,ESCUELAS PRIMARIA Y SECUNDARIA Nº 1,434,CAMBIO DE LAS ABERTURAS DE LAS VENTANAS DE AULAS QUE DAN A LA CALLE CORDOBA E INTERNAS,Corrientes 1441,"-34.512691, -58.488575",2000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,EDUCACIÓN,NIÑOS Y JÓVENES,1,1590,EN PROCESO DE COMPRA
2019,OLIVOS,GRUPO SCOUT H BOUCHARD,435,Reparación del alambrado perimetral,Manuel Belzu 1702,"-34.51668525,-58.49184003",228085,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,NIÑOS Y JÓVENES,1,647,FINALIZADO
2019,VICENTE LÓPEZ,Bomberos Voluntarios de Vicente López,436,"Equipos estructurales, equipos de respiración autónoma y accesorios",AV MAIPÚ 1669,"-34.522278, -58.484327",4500000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,SANITARIA,POBLACIÓN EN GENERAL,1,2788,EN EJECUCIÓN
2019,VICENTE LÓPEZ,CENTRO ASTURIANO,437,construcción de baños y duchas para deportistas de Tenis Adaptado,AV DEL LIBERTADOR 1085,"-34.523988, -58.472464",2240000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,DEPORTES Y RECREACIÓN,PERSONAS CON DISCAPACIDAD,1,643,EN EJECUCIÓN
2019,VICENTE LÓPEZ,ISFD Nº 39,438,Nva. etapa para el Centro Cultural Jean Piaget,A ÁLVAREZ 1459,"-34.533265, -58.478100",1500000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,CULTURA,POBLACIÓN EN GENERAL,1,1525,EN EJECUCIÓN
2019,VILLA ADELINA,AVAPEA (Asociación de Vecinos y Amigos de la Plaza Eduardo Ader),439,SUM Plaza Ader 2º etapa,SANTIAGO DEL ESTERO Y TRIUNVIRATO,"-34.530253, -58.549860",3920000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,RECREACIÓN,ADULTOS MAYORES,1,590,EN PROCESO DE COMPRA
2019,VILLA ADELINA,Escuela Técnica Nº 1,440,Equipamiento tecnologico,Cerrito 3966,"-34.529122, -58.550004",2000000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,EDUCACIÓN,JÓVENES,1,589,EN EJECUCIÓN
2019,VILLA ADELINA,Polideportivo Villa Adelina,441,"Mesas de ping pong, iluminación de la cancha de basquet",Ader 4057,"-34.527791, -58.549948",1223134,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,266,FINALIZADO
2019,VILLA MARTELLI,BOMBEROS VOLUNTARIOS DE VICENTE LOPEZ,442,Provisión de una autobomba,Av. Maipú 1669,"-34.522348, -58.484166",5500000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,SANITARIA,POBLACIÓN EN GENERAL,1,2019,EN EJECUCIÓN
2019,VILLA MARTELLI,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,443,CÁMARAS DE VIGILANCIA URBANA,Ubicación random dentro del barrio,"-34.546105, -58.500331",1978100,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,,CÁMARAS,POBLACIÓN EN GENERAL,1,528,EN EJECUCIÓN
2019,VILLA MARTELLI,Centro Barrial Infantil Habana,444,Materiales para la juegoteca,HABANA 170,"-34.556351, -58.519075",294204,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS DE POBLACIÓN VULNERABLE,1,282,FINALIZADO
2019,VILLA MARTELLI,Homenaje a Hugo Pane: instalación de placa conmemorativa,445,"A PEDIDO DE LA FAMILIA, SE REEMPLAZA EL PROYECTO Y POR LA ENTREGA DE SUBSIDIOS DE $ 40.000 A 2 ENTIDADES: Jardín Las Hormiguitas y Escuela Primaria Nº 20.",PERITO MORENO 1176 y BALCARCE 650,"-34.547132, -58.523880",104128,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,216,FINALIZADO
2019,VILLA MARTELLI,JARDÍN MATERNAL MUNICIPAL N° 1,446,Reparaciones y equipamiento,Moldes 4925,"-34.550854, -58.518124",127918,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,324,FINALIZADO
2019,VILLA MARTELLI,Centro de la Tercera Edad Unidos en Armonía,447,Reparación de la cubierta,LAPRIDA 3477,"-34.54646532,-58.50093359",389000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,171,FINALIZADO
